name,description,date,views,comments
IDF-2016. Форум с инновациями,"Новинки от Intel для тех, кто готовит восстание машин.",26 августа 2016,5213,1
Объединение GeekBrains и Mail.ru Group,Сегодня у нас просто фантастическая новость!,25 августа 2016,54443,287
Без практики не будет результата,"""У меня был план по подготовке, в котором я отмечал выполняемые мной задачи. Советую и вам сделать такой же...""",25 августа 2016,11294,0
Базы данных: Redis,Быстрая и простая база данных.,24 августа 2016,38052,6
"7 советов для тех, кто засиделся на младших должностях",Пора становиться лидером.,24 августа 2016,8060,2
Где разработчику жить хорошо. Часть 3,Продолжаем историю международного трудоустройства.,23 августа 2016,17857,21
Как привлечь деньги для вашего стартапа,5 ключевых правил.,22 августа 2016,7567,8
"3 вещи, которые заказчики хотят сказать разработчикам",Находим общий язык.,22 августа 2016,6451,8
"Технологии, которые изменят мир",Уже тут.,19 августа 2016,7265,14
5 технологий для шоппинга будущего,Не совсем обычные интернет-магазины.,19 августа 2016,5866,0
Нас 1 миллион!,800 тыс. новых участников за один год – это отличный результат! Дарим курсы на 1 миллион рублей!,18 августа 2016,22171,33
Рубрика: что можно найти на столе айтишника,"Трава, эспандер и авокадо.",18 августа 2016,8993,2
Редкие базы данных: Cassandra,"Как Riak, но немного круче.",18 августа 2016,11715,2
Олимпийский подход к поиску работы,Актуальное сравнение.,17 августа 2016,4897,0
Где разработчику жить хорошо. Часть 2,По вашим заявкам.,17 августа 2016,14633,16
Почему нравятся умные люди,Smart is the new sexy.,16 августа 2016,17109,24
5 месяцев обучения и опыт стажировки,"""Я не собираюсь обрисовывать всё в розовых тонах. Программирование - интересная и непростая область. Как только изучите необходимую базу, стучитесь на стажировку в разные компании...""",16 августа 2016,23589,0
Как программисту побороть зависимость от кофеина,"Взбодриться без кофе, не навредив организму.",12 августа 2016,9223,20
Рубрика: что можно найти на столе айтишника,"Флорариум, кубик Рубика, черепашка и глобус.",12 августа 2016,7691,4
"Новая профессия ""Веб-мастер""",Учим зарабатывать с помощью WordPress - самой популярной CMS в мире,11 августа 2016,10363,25
"Как дела, Li-Fi?","Технология, которая обещала слишком много.",11 августа 2016,8895,7
Как программисту трудоустроиться в Канаде,Узнайте особенности трудоустройства и организации труда для иммигрантов в этой североамериканской стране.,10 августа 2016,12560,2
Год с заботами,3 долгих пути обучения для прокачки резюме.,09 августа 2016,6493,7
Как программисту собеседовать работодателя,"Часть 1. Что, как и зачем спрашивать.",08 августа 2016,7279,2
Языки программирования и автомобили,Продолжаем фантазировать.,08 августа 2016,19367,12
Превосходство женщин в IT,"Мужчины подтверждают, мужчины негодуют.",04 августа 2016,12182,41
"Ничего не знаю, хочу в mobile",Путь к успеху — взять и сделать.,04 августа 2016,9201,16
Рубрика: что можно найти на столе айтишника,"Cудейская курица, имитация тропического бриза и хомяк-пересмешник.",03 августа 2016,6822,14
Выжимаем максимум из онлайн-курсов,Как не выбросить на ветер деньги и время.,03 августа 2016,14131,5
"Решиться, учиться, ПРОФИТ!","""С утра до вечера я программировал на 1С, ночью постигал азы веб-дизайна, а свободные минуты уделял другим областям интернет-разработок.""",02 августа 2016,7321,22
Что стоит знать об удаленной работе в IT компаниях,"Будут ли востребованы удаленные сотрудники, каков реальный масштаб их свободы и другие вопросы.",02 августа 2016,10364,4
В Google создали идеальный мир программиста,"Узнайте, как устроена креативная лаборатории интернет-гиганта.",01 августа 2016,6404,0
Клонируй это: Go,"Аналоги известных сервисов, написанные на Go.",28 июля 2016,7499,2
Вкладывайте в себя,"История студента GeekBrains о том, как идея создать успешный бизнес-проект может изменить жизнь и о том, где найти необходимый опыт для этого.",28 июля 2016,9374,10
Чего ждут от айтишников на собеседовании,"Рассказывают те, кто их проводит.",28 июля 2016,17084,8
6 причин обучиться программированию,Даже если это не станет вашей будущей профессией.,27 июля 2016,15606,18
7 вопросов для будущего фрилансера,"Ответьте на них до того, как решите уйти в свободное плаванье.",26 июля 2016,11141,5
Рубрика: что можно найти на столе айтишника,"Памятник дедлайну, игрушки из киндерсюрпризов, модель АК-105 Cyma CM040D и не только.",25 июля 2016,7277,4
"Транзакции, ACID, CAP",Краткое введение в тему.,23 июля 2016,51112,11
Microsoft Checked C,Расширение C от Microsoft.,22 июля 2016,5248,14
Полезные практики для программистов,Можно применять всем.,22 июля 2016,13212,8
"15 признаков, что вы заняты не своим делом",Признак №1 — вы читаете эту статью на рабочем месте.,21 июля 2016,52548,15
Защищаем роутер и домашнюю сеть,Часть 1. Простые советы,21 июля 2016,24367,10
Просто отдайте первенца и дело с концом,Почему веб-соглашения всех достали.,20 июля 2016,4406,7
Ищите программиста в себе,"История нашего студента о том, как найти себя в IT-сфере и перестать бояться новых знаний.",19 июля 2016,29977,16
Путь от идеи до богатства,Рецепты известных стартапов.,18 июля 2016,8813,28
Выбираем безопасный мессенджер,Спорный вопрос.,15 июля 2016,32239,12
Как программирование помогает в повседневной жизни,С ним всё лучше: от корпоративного питания до службы на военной кафедре.,15 июля 2016,18503,3
"8 вещей, которые вам необходимо знать о Google AMP","Технология, которая может изменить веб.",13 июля 2016,9993,0
"Новая профессия ""Разработчик Игр""!","Представляем вашему вниманию новую востребованную специальность в сфере программирования ""Разработчик Игр"" ! Всем любителям игр посвящается!",12 июля 2016,14725,24
Преодолейте свою лень и страх,"История Максима Пригоженкова, студента двух курсов ""Objective C"" и курса ""Ruby / Rails""",12 июля 2016,8801,32
Топ соревновательных площадок для программистов,Меряемся умением.,11 июля 2016,15366,4
Россия против всего мира,Кто лучше в IT.,11 июля 2016,7231,32
Как программисту-новичку быстро найти работу,"Спойлер — если хотеть, то легко.",08 июля 2016,46579,12
Карьерный путь программиста: от стажера до ИТ-директора,Определите путь развития своей карьеры программиста.,08 июля 2016,54363,5
Привычка доводить дело до конца,"История обучения выпускника GeekBrains по профессии ""Программист Android""",07 июля 2016,18822,4
Инструкция для участников Хакатона GeekDay#1,"Данная инструкция предназначена для тех, кто оставлял заявку на участие в Хакатоне GeekDay#1",07 июля 2016,7600,0
Гайдлайны мобильных приложений,Чем руководствоваться при разработке.,06 июля 2016,88175,8
Языки программирования и страны,Какими странами могли бы быть популярные языки программирования.,06 июля 2016,14356,14
Бесплатная стажировка против денег,"Оказывается, иногда без денег даже лучше.",05 июля 2016,19250,35
11 качеств хорошего тестировщика,Тестируем профпригодность.,04 июля 2016,50317,2
Ресурсы по изучению математики для программистов,Советуют опытные разработчики.,04 июля 2016,32740,10
Какая математика нужна программистам,Разбираемся с вечным вопросом.,01 июля 2016,116414,31
Программистами не рождаются,"История от нашего выпускника по профессии ""Программист Java""",30 июня 2016,18019,44
Дизайн — это работа,"Решайте задачи, а не творите.",30 июня 2016,12495,9
О чём молчат интернет-провайдеры,Как сосед интернет ремонтировал.,29 июня 2016,25864,27
6 новых языков программирования,Ещё не достигли совершеннолетия.,29 июня 2016,37887,11
9-10 июля: Хакатон GeekDay#1,"9-10 июля в Центре занятости молодежи состоится открытие Хакатона GeekDay#1 на тему ""Обучающие сервисы и приложения"". ",28 июня 2016,7845,13
Введение в Docker,Развертывание приложений больше не проблема.,28 июня 2016,9256,6
18 типичных ошибок Junior’a,Предупрежден — значит вооружен.,27 июня 2016,24060,14
Найди в себе программиста,"Жизненная история от нашего выпускника профессии ""C#-разработчик"", который прошёл гарантированную стажировку GeekBrains.",24 июня 2016,28959,21
"3 места в Москве, где должен побывать каждый гик","Космо-станция Sолярис, выставка «Лаборатория Земля» и VR-квест «Гравитация».",24 июня 2016,15809,4
Работа мечты по-американски,Google в 2016 году оказался лишь на 8 месте.,23 июня 2016,6358,9
5 необычных офисов зарубежных IT-компаний,Где атмосфера внутри мотивирует на свершения.,23 июня 2016,13148,7
Дресс-код в IT,Как одеваются в известных компаниях.,22 июня 2016,21880,11
SEO для сайта,"Что такое SEO, каким оно бывает и можно ли продвинуть сайт самостоятельно.",22 июня 2016,8775,2
Как открыть редактор кода и начать программировать,Стоп прокрастинация.,21 июня 2016,10102,9
Ускоряем разработку,Как успеть сделать всё в сжатые сроки.,21 июня 2016,5306,1
Chatbots and AI: приглашаем всех,"25 июня стартует первый тур 6-месячного чемпионата по чат-ботам и AI-технологиям. 
Участие абсолютно бесплатное!",20 июня 2016,4185,0
Хакатоны для начинающих,"Что это, зачем идти, где найти, как выбрать.",17 июня 2016,23350,13
5 вопросов на засыпку,"Задачи, которые должен уметь решать каждый.",17 июня 2016,12899,12
"Пришёл, покодил, победил","О том, как в первый год работы обеспечить себе конкурентное преимущество.",16 июня 2016,6081,5
Как работают в Yota,Что предлагает сотрудникам федеральный мобильный оператор.,16 июня 2016,17681,13
Самые громкие кибератаки 21 века,Как не стать жертвой компьютерных злоумышленников.,15 июня 2016,23605,3
Что делать если взломали сайт?,Алгоритм лечения (кратко и в картинках).,15 июня 2016,8810,9
"7 признаков того, что вы классный разработчик",Перечисляем.,14 июня 2016,13241,6
Страус или зебра,"Решите, кем вы хотите стать",14 июня 2016,6754,6
7 необычных офисов IT-компаний,Где приятно поработать.,13 июня 2016,39090,11
7 стереотипов о женщинах в IT,Разрушаем.,10 июня 2016,16188,15
Живы ли стереотипы о женщинах в IT?,4 забавных истории по теме.,10 июня 2016,6238,22
"Учиться и кодить, кодить и учиться","История от нашего выпускника о том, как стать программистом в 40 лет, трудоустроиться и продолжать развиваться.",09 июня 2016,33188,0
Технологии Евро-2016,Инновации главного футбольного турнира года.,09 июня 2016,5061,5
6 уловок веб-дизайнера,Как набить цену и делать больше.,08 июня 2016,7527,5
Как правильно выбрать хостинг?,Выбираем дом для сайта.,07 июня 2016,7601,20
Работа мечты. Apple,Как попасть в самую технологичную фруктовую ферму.,07 июня 2016,13692,7
Как правильно заботиться об айтишниках,"Отгулы на месяц, хлопья с молоком и корпоративный детсад...как еще IT-компании поощряют сотрудников?",06 июня 2016,13519,6
Три главных HR-тренда IT-индустрии,"Они сделают всё, чтобы не упустить вас.",06 июня 2016,8985,3
Rails против Django,Выбираем перспективу.,03 июня 2016,25681,26
Выбираем CMS,5 популярных CMS разного назначения.,02 июня 2016,17305,67
4 фактора повышения эффективности обучения,Рекомендуется использовать совместно с GeekBrains.ru,02 июня 2016,12309,20
Какой ИТ-стартап открыть в 2016 году?,Мнение специалистов из компании DigitCapital.,31 мая 2016,8841,3
Постоянно пишите код!,"История, доказывающая, что после «Учиться, учиться и учиться» была заповедь «Трудиться, трудиться и трудиться».",31 мая 2016,38355,0
Как заставить перфекционизм в разработке приносить пользу,Конвертируем недостатки в достоинства.,30 мая 2016,8517,2
Находим единомышленников,"Многие из нас, вопреки стереотипам, не совсем «комнатные растения». Мы так же любим общаться с коллегами.",30 мая 2016,11353,6
«Игра престолов» и языки программирования,"Кем бы были языки программирования, будь они героями одного из самых популярных сериалов современности.",29 мая 2016,11677,23
Какие страны могут стать для IT-специалистов новым домом?,Подборка от образовательного проекта StudyQA.,28 мая 2016,77153,23
Время менять провода на стикеры,Беспроводное будущее совсем рядом.,27 мая 2016,4831,4
Где лучшие программисты? У нас в России,Российские победители ЧМ по программированию о секретах успеха и путях дальнейшей реализации.,26 мая 2016,10797,13
Из контент-менеджера в junior-программисты,+1 способ начать программировать - от выпускницы PHP. ,26 мая 2016,20790,0
Язык Rust и почему его надо съесть,"Ему всего год, но он хочет захватить весь мир.",25 мая 2016,31192,8
«Слишком совершенный код» или чем вреден перфекционизм,Улучшать бывает плохо.,25 мая 2016,10268,3
"5 идей, которые помогут улучшить качество кода","Узнайте о пяти идеях, которые помогут писать понятно, просто и реже ошибаться.",24 мая 2016,8821,3
Свой стартап: 7 доводов за,Почему стоит создать стартап.,24 мая 2016,5497,14
Тренды программирования в 2016 году,Мнение программиста TechCrunch Мартина Пурьера.,23 мая 2016,11684,6
Заработок из-за рубежа. Подводные камни законодательства,Как всё сделать правильно.,23 мая 2016,41987,3
Сколько получали специалисты IT в 2015 году,По данным исследования рекрутинговой компании Superjob.,22 мая 2016,8317,9
Как подступиться к изучению искусственного интеллекта,"Начинаем с фантастики, чтобы воплотить ее в реальность.",21 мая 2016,22063,10
"7 карьерных ошибок, которых следует избегать","Неправильные решения, которые ставят крест на карьере.",20 мая 2016,9855,16
3 мифа об искусственном интеллекте,Заменят ли нас роботы?,20 мая 2016,7143,15
Стартап или малый бизнес,Основные отличия в помощь начинающему предпринимателю.,19 мая 2016,9699,3
Редкие языки: Elixir,"Что будет, если скрестить Erlang и Ruby.",18 мая 2016,36131,4
Что нужно знать перед выбором профессии разработчика,Как не ошибиться.,17 мая 2016,8345,9
Поиск работы. Инженер-программист,"О том, как перейти на железную сторону.",17 мая 2016,8570,15
Стандарты разработки,Зачем нужны и какие бывают.,16 мая 2016,12756,5
Редкие языки: Erlang,Что за зверь и зачем нужен.,16 мая 2016,23296,9
Мастерство,"Ваш профессиональный рост интересует только вас, и больше никого.",15 мая 2016,5261,17
5 распространенных ошибок начинающих программистов,"Их стоит знать, чтобы не повторять.",14 мая 2016,26436,10
Как программисту писать резюме,Дельные советы ведущего рекрутера Facebook.,13 мая 2016,54970,9
"Книги, которые стоит прочесть каждому программисту",От алгоритмов до психологии.,12 мая 2016,42719,9
27 книг для программиста по версии Acronis,Что советуют читать топовые разработчики?,10 мая 2016,36811,6
10 причин моей радости,"О том, почему стоит поощрять веселье на рабочем месте.",10 мая 2016,4468,4
"5 книг для тех, кому недостаточно просто писать код","Можно всю жизнь сидеть в офисе и писать код, но чтобы двигаться дальше — придется учиться.",09 мая 2016,9552,1
Будущее дата-центров,Один из вариантов решения температурной проблемы.,08 мая 2016,4891,1
Вирусы XXI века,Смотрим и защищаемся.,07 мая 2016,8949,23
Образование будущего,О дистанционном обучении и людях.,06 мая 2016,6749,10
Не опускайте глаз. Несколько причин законопослушности,Почему пора отказаться от пиратского ПО.,06 мая 2016,5333,32
"Мой путь программиста, или Как я выбрал веб и что было потом",История о важности постоянного образования в жизни программиста,05 мая 2016,34307,0
Чем кодер отличается от программиста,"Узнайте, кто вы.",05 мая 2016,41065,10
Как развить креативность,И зачем это программисту.,03 мая 2016,10571,3
Что ждет российский рынок IT-услуг в 2016 году,Мнение экспертов отрасли о перспективах российской IT-индустрии.,02 мая 2016,7085,3
Рабочий день программиста,Нужно ли работать восемь часов в день.,01 мая 2016,16356,5
Самомотивация,Как двигать себя вперед.,29 апреля 2016,8116,1
Как правильно отдыхать программисту,Профессия программиста связана с колоссальным умственным напряжением. Научитесь отдыхать правильно.,28 апреля 2016,18272,12
16 правил грамотной верстки макета,"Как верстать правильно, чтобы показать себя профи и не поссориться с верстальщиком.",27 апреля 2016,24527,12
"Образование XXI века. Учимся, работая","Поговорили с основателем портала GeekBrains Александром Никитиным о проекте ""Инкубатор"" и будущем современного образования.",26 апреля 2016,13331,8
3 практических совета начинающим программистам,"Выпускница GeekBrains о роли человеческого фактора в обучении

",26 апреля 2016,32375,0
Работа мечты. Mail.Ru,"О том, как попасть в одну из крупнейших российских IT-компаний.",26 апреля 2016,26551,15
Как девушке-гуманитарию стать программистом ,"Рассказывает Мария Горелова, консультант блока BI в компании AT Consulting.",25 апреля 2016,23473,11
Как обижаются программисты,И как от этого защититься.,23 апреля 2016,8449,4
5 качеств для успешной интеграции в мир IT,Эти качества помогут получить хорошую работу: советы начинающему программисту.,22 апреля 2016,5402,10
Женщины-руководители IT компаний,"Как женщины из разных областей стали у руля Mozilla, Flickr и IBM.",21 апреля 2016,5736,7
А вы готовы к чемпионатам по программированию?,Есть к чему стремиться.,21 апреля 2016,4125,2
10 причин работать командой,Волк–«не одиночка».,20 апреля 2016,5597,4
3 платформы для создания игр,На чём и как создают 3D-игры? Попробуйте сами!,20 апреля 2016,42020,18
Поиск работы. PHP разработчик,"О том, что необходимо знать.",19 апреля 2016,12311,14
Что нужно знать будущему разработчику о компьютерных ботах,Ликбез из четырех пунктов.,19 апреля 2016,7305,3
"Social-Engineer.org о том, как защитить компьютер от взлома",О защите себя и своей семьи от кибератак рассказывает главный хакер Social-Engineer.org Крис Хеднеги.,18 апреля 2016,5539,4
40 лет с Apple,Самые интересные факты из жизни компании.,15 апреля 2016,4376,2
"Почему не стоит отключаться от работы, уезжая в отпуск",Вопреки расхожему мнению.,15 апреля 2016,6128,7
"3 признака, что вы станете хорошим программистом",Диагностируем задатки.,14 апреля 2016,48954,21
Как сделать правильную навигацию по сайту?,"О навигации, юзабилити и чуть-чуть о seo.",14 апреля 2016,7250,3
Из юриста в заклинатели змей. История разработчика Python,"Следуйте за страстью, ставьте цели и побольше гуляйте на свежем воздухе. ",13 апреля 2016,48780,0
Android переходит на Swift,Возможно.,13 апреля 2016,23092,9
3 курьезных диалога с клиентами,Реальные истории.,12 апреля 2016,6155,11
Мартовские новинки от Apple,В марте прошла традиционная весенняя презентация новинок от Apple.,11 апреля 2016,4541,1
Как правильно выбрать клавиатуру,"На что обратить внимание, чтобы не возникло желание сломать клавиатуру об коленку.",11 апреля 2016,31190,10
Лучшие ОС для смартфонов в 2015 году,И перспективы 2016.,09 апреля 2016,6247,5
Востребованное мобильное приложение,Какое оно?,08 апреля 2016,7103,2
Программист. Особенности профессиональной деформации,Как опыт программиста влияет на психоэмоциональную деформацию.,08 апреля 2016,19419,20
Всё о вёрстке в помощь начинающему разработчику,"Фиксированная, адаптивная, резиновая вёрстка. В чём разница?",06 апреля 2016,22805,10
Поиск работы. Разработчик Java,Необходимый минимум.,06 апреля 2016,8073,5
Google Mobile Friendly,Создать mobile friendly сайт еще проще с новым инструментом от Google.,05 апреля 2016,4586,0
Где взять идею для приложения,Советы и полезные ссылки от CEO iConn и 3plet.,05 апреля 2016,39274,6
5 приложений для Apple-устройств,Приносят пользу.,04 апреля 2016,6960,3
Тестовая Android N: чем готовы удивить разработчики,"Узнайте о возможностях Android N, которые удалось обнаружить разработчикам в тестовой версии ОС.",04 апреля 2016,4196,5
В погоне за многоядерностью,"Скоро на рынке появятся смартфоны с десятиядерным процессором. Станут ли они прорывом индустрии, удивив мир программирования и потребителей? И чего ждать от производителей чипсетов дальше?",03 апреля 2016,4435,6
1 апреля. Улыбнитесь!,"IT — это весело, это место со своим юмором. Подборка ситуаций и фраз из серии «нарочно не придумаешь».",01 апреля 2016,7891,17
Куда пойти работать программисту мобильных приложений,"Узнайте, кто вошел в ТОП 10 разработчиков мобильных приложений в России по версии RUWARD.",31 марта 2016,4715,3
7 способов улучшить память,Помнить всё.,31 марта 2016,14081,8
Реальность дополнительная и виртуальная,Есть ли будущее у очков Microsoft HoloLens.,30 марта 2016,5210,1
5 причин окончить интернет-курсы,"О том, для чего сюда приходят люди.",30 марта 2016,6441,7
7 стадий становления крутого программиста,"О том, что надо пережить, чтобы понять — вы на вершине.",29 марта 2016,33610,10
Эволюция и перспективы языков программирования,От Fortran до Java.,28 марта 2016,19180,9
Ада Лавлейс — первая женщина-программист,"Пять фактов из жизни женщины, чей интеллект опередил время.",28 марта 2016,100189,6
"Кто они, разработчики ПО из разных стран",Результаты исследования сервиса StackOverflow.,26 марта 2016,5905,11
Что общего между инженером и организатором мероприятий?,Две истории ... об одном,25 марта 2016,24637,0
5 основных трендов веб-дизайна 2016,Веб-дизайну как динамичной области веб-разработки характерны собственные тенденции.,25 марта 2016,7898,5
8 признаков плохого программиста,Пойдем от обратного.,24 марта 2016,29188,22
Доктор-гаджет,"О том, что сделает вашу жизнь здоровее.",23 марта 2016,5035,10
Каким будет программирование через 20 лет,Что всех нас ждет?,23 марта 2016,23123,15
Поначалу я отнеслась к этому скептически...,Наша выпускница и новый сотрудник BSS Анастасия Хоревич о своем пути программиста и собственных правилах успешного обучения ,22 марта 2016,52983,71
Как правильно настроить монитор,"Что вы теряете, не настроив монитор и как от этого избавиться.",22 марта 2016,1083866,19
5 известных женщин мира IT,IT — вполне себе женское дело.,21 марта 2016,27981,10
Рынок мобильных технологий 2016: прогноз AppAnnie,AppAnnie рассказывает о перспективах мобильной разработки на 2016 год.,21 марта 2016,8558,1
5 советов для быстрого изучения языка программирования,Программистам хорошо платят и рады во многих странах. И программировать может научиться каждый. Расскажем как.,20 марта 2016,14477,19
Как правильно выбрать монитор? Ч.2,На что ещё обратить внимание при покупке монитора.,18 марта 2016,9190,2
Зачем нужны big data,Примеры использования больших данных.,17 марта 2016,10529,1
Новости IT-мира. Март,"О фантастике, которая скоро станет реальностью.",17 марта 2016,5256,8
Как правильно выбрать монитор? Ч.1,На что надо обращать внимание при покупке монитора.,16 марта 2016,23992,15
Профессии будущего. Часть 2,"О том, кем могут стать наши дети.",16 марта 2016,8379,23
Три заблуждения о big data,Размер имеет значение?,15 марта 2016,13128,1
Боевая психология для фрилансера,"Личностное развитие, рекомендации по работе с клиентами во фрилансе и не только.",15 марта 2016,9458,27
PolitRange. Кейс выпускников GeekBrains,С большой радостью делимся с вами новым успехом наших выпускников. ,14 марта 2016,43463,0
Кого берут в Mail.ru? Кейс от выпускника GeekBrains,"Как отучиться на Java-программиста, пройти стажировку и устроиться в Mail.ru? История и советы от выпускника GeekBrains.",14 марта 2016,41230,53
MODx — CMS или CMF,"Удобная и быстрая CMS, на которую следует обратить внимание и реализовать ваши навыки php.",14 марта 2016,12446,14
5 привычек успешных IT-менеджеров,Набор правильных привычек — залог успеха.,13 марта 2016,9039,9
GeekBrains. Что нового появилось за февраль,"Как изменился GeekBrains за февраль, что мы добавили, а что убрали и, главное, для чего? Об этом в нашем ежемесячном отчете.",12 марта 2016,4169,2
Как справляться с усталостью от программирования,Все о причинах усталости программистов и как с этим бороться.,11 марта 2016,11475,15
Microsoft уходит в Continuum,"Microsoft и Intel, похоже, втягивают мир в новый виток мобильной революции.",11 марта 2016,5850,3
Профессии будущего. Часть 1,Куда податься современным выпускникам и студентам.,10 марта 2016,17260,12
Как IT-компании 8-е марта отмечали,На что способны айтишники ради женщин?,10 марта 2016,7389,1
Рабочий день программиста,"Верна ли примета: «если программист в 9:00 на работе, значит, он там и ночевал»?",08 марта 2016,40448,7
Принтер для маникюра,"IT для женщин: это не только розовые клавиатуры, но и принтеры, выводящие рисунки на ногтях.",07 марта 2016,6774,7
Топ-10 самых распространенных вирусов в мире,Знай врага в лицо.,05 марта 2016,15566,13
Налог на Google,Новый обсуждаемый законопроект про НДС за цифровые услуги.,04 марта 2016,4944,9
HP озаботилась безопасностью и облаками,"Возможно, HP PrintOS — что-то большее, нежели OC для больших принтеров.",04 марта 2016,4211,2
Как виртуальная реальность изменит мир,"Эксперты о том, чего ждать в ближайшие годы.",03 марта 2016,11664,8
Kто на самом деле управляет вашим телевизором,Smart TV кроме своих очевидных преимуществ показало и недостатки.,02 марта 2016,4838,7
Лучшие сервисы для удалённой работы,"О том, как создать удалённую дисциплину.",02 марта 2016,14094,13
iOS-программистом я мечтал стать всегда,"Короткая история о будущем iOS-программисте, выбравшем GeekBrains.",01 марта 2016,54699,30
10 стереотипов о программистах,Какими предрассудками успела обрасти профессия.,01 марта 2016,39403,20
Хакерский жаргон: rulezzz или suxx?,"Поговорим об уникальном языке, на котором общаются профессиональные хакеры.",29 февраля 2016,35174,7
Не подключен в сеть — не взломают. Уверены?,Взлом отключенного от сети компьютера — реальность.,29 февраля 2016,6064,24
Когда же смартфон заменит бумажник окончательно,Кошелек или смартфон? Как расплатиться без наличных и карточки.,28 февраля 2016,6259,6
«Умирающие» языки программирования,"Разнообразие существующих языков программирования способно вскружить голову любому неофиту, едва-едва приступающего к освоению этой науки. Как выбрать нужный?",26 февраля 2016,31881,56
Хранение данных бывает разным,Какой сервис облачного хранения выбрать для своего приложения — зависит от целей и задач.,26 февраля 2016,4739,0
Грамотно составляем резюме,"Как писать так, чтобы звали на собеседование.",25 февраля 2016,17097,9
Водородные аккумуляторы для смартфонов,Забудьте о зарядке смартфона на неделю.,24 февраля 2016,9963,5
Финтехи на гребне успеха,"Настали времена, когда программистов массово ищут не только IT-компании.",24 февраля 2016,5909,2
Работа за компьютером: здОрово и здорОво!,"Работать, не теряя здоровья — просто.",23 февраля 2016,62700,5
Ruby: три must-read книги по мнению разработчиков,Где добыть драгоценные знания.,23 февраля 2016,21100,7
10 идей бюджетных подарков для гиков,"Подарки с IT-оттенком, которые по карману каждому.",22 февраля 2016,19575,3
Наблюдаем тенденцию к передаче данных через шифрование,Как обезопасить свои данные в интернете во время пересылки.,20 февраля 2016,4574,0
Новое достижение искусственного интеллекта,Компьютер обыграл чемпиона в игре го.,19 февраля 2016,6404,4
Лучшие Android-приложения в помощь разработчику,"О мобильных приложениях, которые будут полезны в работе.",19 февраля 2016,19791,1
Как программисту провалить собеседование,Правила неуспеха.,18 февраля 2016,36366,9
Лайк или штраф,За описание способов обхода блокировок сайтов предлагается штраф.,17 февраля 2016,5004,10
8 актуальных текущих IT-проектов,Над чем работают учёные по всему миру.,17 февраля 2016,19365,3
Новые горизонты для программистов в телекоме,SDN и NFV технологии смещают акценты с аппаратного на программный уровень.,16 февраля 2016,4269,0
Сколько причин любить программирование?,За что разработчики любят свою профессию.,16 февраля 2016,20360,6
Так почему Google невзлюбил NPAPI,"Интерфейс NPAPI имеет ряд проблем. В первую очередь, это серьёзные угрозы безопасности. Но что взамен?",15 февраля 2016,5335,1
